2007-09-13,-Infinity,-Infinity,-Infinity,0.0,9223372036854775807
2021-01-22,8100.0,8460.0,8460.0,7020.0,0
2021-01-25,8460.0,7200.0,8460.0,7119.0,0
2021-01-26,7200.0,7200.0,7200.0,7200.0,0
2021-01-27,8460.0,8460.0,10980.0,6678.0,2
2021-01-28,9000.0,11700.0,12600.0,9000.0,2
2021-01-29,10800.0,17775.0,17775.0,9900.0,5
2021-02-01,17707.5,21600.0,22320.0,17707.5,3
2021-02-02,21600.0,22005.0,24300.0,21600.0,0
2021-02-03,21960.0,21960.0,21960.0,16200.0,0
2021-02-04,21960.0,22500.0,24840.0,18900.0,0
2021-02-05,22500.0,22500.0,22500.0,22500.0,0
2021-02-08,22500.0,24300.0,25740.0,22500.0,1
2021-02-09,25740.0,19800.0,25740.0,19800.0,0
2021-02-10,21600.0,21600.0,25020.0,13500.0,2
2021-02-11,15301.8,20700.0,23400.0,15301.8,6
2021-02-12,16785.0,20880.0,21780.0,13545.0,1
2021-02-16,21240.0,19620.0,21600.0,18000.0,3
2021-02-17,7200.0,7680.0,9600.0,6000.0,470
2021-02-18,6480.0,6372.0,7200.0,5784.0,179
2021-02-19,6456.0,6120.0,6516.0,6072.0,115
2021-02-22,6120.0,6144.0,6321.72,6096.0,68
2021-02-23,6012.0,5844.0,6144.0,5832.0,62
2021-02-24,6024.0,6000.0,6144.0,5844.0,35
2021-02-25,6000.0,5352.0,6288.0,5352.0,52
2021-02-26,5400.0,5304.0,5591.88,5112.0,20
2021-03-01,5256.0,5112.0,5664.0,5112.0,22
2021-03-02,5112.0,5112.0,5592.0,5100.0,160
2021-03-03,5340.0,5142.0,5652.0,5100.0,101
2021-03-04,5160.0,4308.0,5160.0,4032.0,39
2021-03-05,4284.0,4056.0,4464.0,3636.0,34
2021-03-08,4560.0,5160.0,5880.0,4560.0,134
2021-03-09,5172.0,5388.0,5519.88,4920.0,52
2021-03-10,5220.0,5040.0,5321.88,4560.0,44
2021-03-11,4608.0,4716.0,5040.0,4320.0,23
2021-03-12,5100.0,4824.0,5100.0,4800.0,25
2021-03-15,5064.0,5628.0,5963.88,4800.0,145
2021-03-16,5772.0,5700.0,6060.0,5388.0,182
2021-03-17,5928.0,6600.0,6816.0,5724.0,289
2021-03-18,6600.0,6072.0,6600.0,6025.92,91
2021-03-19,6072.0,6036.0,6360.0,5940.0,31
2021-03-22,6120.0,5928.0,6300.0,5747.04,27
2021-03-23,5940.0,5700.0,6049.92,5580.0,21
2021-03-24,5676.0,5280.0,5843.88,5160.0,21
2021-03-25,5208.0,5076.0,5244.0,4560.0,24
2021-03-26,5040.0,5124.0,5136.0,4956.0,7
2021-03-29,5304.0,4872.0,5304.0,4824.0,11
2021-03-30,5064.0,4907.88,5064.0,4758.48,25
2021-03-31,4884.0,4212.0,5635.2,4200.0,31
2021-04-01,4656.0,4620.0,5028.0,4572.0,23
2021-04-05,4848.0,5184.0,5360.16,4632.0,40
2021-04-06,5220.0,4920.0,5232.0,4800.0,23
2021-04-07,4824.0,4800.0,5040.0,4800.0,9
2021-04-08,4944.0,5172.0,5580.0,4800.0,46
2021-04-09,5044.44,4944.0,5050.8,4920.0,4
2021-04-12,5088.0,4740.0,5221.2,4740.0,6
2021-04-13,4842.0,4380.0,5027.88,4380.0,39
2021-04-14,4560.0,4728.0,5040.0,4458.84,12
2021-04-15,4596.0,4596.0,4674.0,4332.0,7
2021-04-16,4452.0,4236.0,4584.0,4212.0,9
2021-04-19,4440.0,4320.0,4620.0,4092.0,33
2021-04-20,4512.0,4284.0,4549.32,4020.0,17
2021-04-21,4080.0,4176.0,4248.0,3960.0,6
2021-04-22,4188.0,4320.0,4620.0,4188.0,30
2021-04-23,4440.0,4359.6,4560.0,4200.0,5
2021-04-26,4332.0,4544.88,4595.88,4200.0,3
2021-04-27,4560.0,4477.44,4560.0,4212.0,5
2021-04-28,4404.0,4440.0,4562.28,4336.44,3
2021-04-29,4368.0,4512.0,4596.0,4368.0,4
2021-04-30,4498.8,5208.84,5627.88,4353.6,1084
2021-05-03,5952.0,4716.0,6540.0,4608.0,1696
2021-05-04,4668.0,5256.0,6180.0,4511.28,829
2021-05-05,4860.0,4920.0,5255.88,4704.0,145
2021-05-06,4644.0,4416.0,4908.0,4368.0,124
2021-05-07,4452.0,4968.0,5160.0,4416.0,215
2021-05-10,4548.0,5064.0,5148.0,4548.0,148
2021-05-11,4764.0,4896.0,5244.0,4692.0,155
2021-05-12,4980.0,5400.0,5892.0,4800.0,1096
2021-05-13,5424.0,4764.0,5495.88,4692.0,215
2021-05-14,4764.0,4860.0,5004.0,4606.8,90
2021-05-17,4800.0,4716.0,4848.0,4591.2,44
2021-05-18,4632.0,4632.0,4668.0,4416.12,33
2021-05-19,4440.0,4116.0,4523.88,3864.0,123
2021-05-20,4176.0,4092.0,4176.0,4020.0,38
2021-05-21,4159.56,4164.0,4236.0,4020.0,25
2021-05-24,4188.0,4416.0,4476.0,4020.0,86
2021-05-25,4332.0,4236.0,4452.0,4164.0,40
2021-05-26,4227.24,4344.0,4524.72,4200.0,91
2021-05-27,4320.0,4236.0,4320.0,4164.0,28
2021-05-28,4152.0,4260.0,4356.0,4080.0,41
2021-06-01,4404.0,4464.0,4596.0,4140.0,204
2021-06-02,4320.0,4404.0,4908.0,4284.0,612
2021-06-03,4392.0,4392.0,4500.0,4212.12,83
2021-06-04,4368.0,4572.0,4752.0,4356.0,229
2021-06-07,4632.0,4560.0,4680.0,4402.68,83
2021-06-08,4656.0,4860.0,5327.88,4572.0,383
2021-06-09,4848.0,4992.0,5520.0,4752.0,357
2021-06-10,4908.0,4884.0,5027.88,4740.0,47
2021-06-11,4908.0,4908.0,4992.0,4740.0,20
2021-06-14,4920.0,4824.0,5220.0,4824.0,71
2021-06-15,4920.0,4908.0,5160.0,4812.0,94
2021-06-16,5124.0,9576.0,10836.0,5100.0,24230
2021-06-17,6936.0,7224.0,9108.0,6600.0,9639
2021-06-18,6960.0,7140.0,8628.0,6660.0,4954
2021-06-21,7080.0,7140.0,9204.0,6888.0,4886
2021-06-22,7213.44,6744.0,7644.0,6324.0,1402
2021-06-23,6888.0,6300.0,7188.0,6156.0,566
2021-06-24,6360.0,6912.0,7152.0,6120.0,1257
2021-06-25,6672.0,6408.0,6923.88,6240.0,376
2021-06-28,6504.0,7320.0,7800.0,6324.0,1409
2021-06-29,7320.0,6840.0,8280.0,6612.0,1423
2021-06-30,6576.0,6156.0,6786.84,6156.0,532
2021-07-01,6300.0,5688.0,6348.0,5664.0,491
2021-07-02,5820.0,5748.0,6288.0,5376.0,829
2021-07-06,5592.0,5676.0,6060.0,5592.0,408
2021-07-07,5592.0,5352.0,5664.0,5064.0,467
2021-07-08,5148.0,5268.0,5759.88,4968.0,555
2021-07-09,5100.0,5496.0,5556.0,4920.0,640
2021-07-12,5460.0,5244.0,5460.0,4944.0,670
2021-07-13,5256.0,4872.0,5256.0,4800.0,872
2021-07-14,4908.0,5136.0,5220.0,4752.0,613
2021-07-15,5136.0,4584.0,5136.0,4380.0,705
2021-07-16,4524.0,4200.0,4583.88,4152.12,259
2021-07-19,4080.0,3876.0,4104.0,3756.0,197
2021-07-20,3936.0,4176.0,4463.88,3876.0,376
2021-07-21,4212.0,4236.0,4344.0,3912.12,185
2021-07-22,4260.0,4236.0,4776.0,4140.12,458
2021-07-23,4236.0,4068.0,4236.0,3929.88,161
2021-07-26,4128.0,4068.0,4128.0,3936.0,42
2021-07-27,4068.0,3972.0,4068.0,3791.88,106
2021-07-28,4008.0,4092.0,4439.88,3912.0,133
2021-07-29,4140.0,4128.0,4236.0,4080.0,49
2021-07-30,4104.0,4008.0,4200.0,4008.0,36
2021-08-02,4080.0,4164.0,4164.0,4023.12,63
2021-08-03,4104.0,4152.0,4176.0,4050.0,63
2021-08-04,4152.0,4008.0,4162.08,3981.96,41
2021-08-05,3960.0,3996.0,4104.0,3900.0,51
2021-08-06,4008.0,4248.0,4548.0,3948.0,268
2021-08-09,4200.0,4248.0,4320.0,4056.0,42
2021-08-10,4248.12,4224.0,4380.0,4104.0,101
2021-08-11,4224.0,4176.0,4296.0,4104.0,64
2021-08-12,4128.0,4104.0,4272.0,4032.0,89
2021-08-13,4056.0,3852.0,4056.0,3840.0,56
2021-08-16,3840.0,3420.0,3936.0,3132.0,305
2021-08-17,3420.0,3480.0,3480.12,3276.0,41
2021-08-18,3516.0,3936.0,4332.0,3493.68,751
2021-08-19,3840.0,3876.0,3936.0,3552.0,468
2021-08-20,3852.0,3684.0,3936.0,3600.0,88
2021-08-23,3708.0,3804.0,3900.0,3600.0,157
2021-08-24,3912.0,4224.0,4224.0,3852.0,322
2021-08-25,4200.0,4140.0,4308.0,4063.92,138
2021-08-26,4224.0,3996.0,4632.0,3852.0,472
2021-08-27,3984.0,3984.0,4103.88,3912.0,69
2021-08-30,4020.0,4104.0,4128.0,3924.0,62
2021-08-31,4092.0,4092.0,4146.24,4044.0,44
2021-09-01,4092.0,4248.0,4260.0,4079.64,64
2021-09-02,4224.0,4260.0,4380.0,4140.0,61
2021-09-03,4308.0,4296.0,4332.0,4164.0,35
2021-09-07,4236.0,4140.0,4536.0,4140.0,105
2021-09-08,4128.0,3864.0,4320.0,3864.0,55
2021-09-09,3876.0,3876.0,4140.0,3840.0,28
2021-09-10,3888.0,3840.0,3946.92,3825.12,23
2021-09-13,3816.0,3768.0,3888.0,3684.0,45
2021-09-14,3816.0,4740.0,5460.0,3732.0,11970
2021-09-15,4284.0,4524.0,4608.0,3840.0,1038
2021-09-16,4404.0,4344.0,4404.0,3996.0,320
2021-09-17,4332.0,4032.0,4368.0,3960.0,313
2021-09-20,3924.0,3744.0,3990.0,3600.0,176
2021-09-21,3780.0,3492.0,3826.56,3480.0,184
2021-09-22,3576.0,3732.0,3768.0,3504.0,125
2021-09-23,3720.0,3924.0,4020.0,3696.12,116
2021-09-24,3852.0,3864.0,4044.0,3756.0,180
2021-09-27,3876.0,4056.0,4152.0,3876.0,128
2021-09-28,4056.0,3696.0,4056.0,3683.28,84
2021-09-29,3720.0,3552.0,3815.88,3552.0,105
2021-09-30,3576.0,3684.0,3696.0,3548.28,66
2021-10-01,3624.0,3720.0,3888.0,3624.0,74
2021-10-04,3708.0,3660.0,3708.0,3576.0,47
2021-10-05,3660.0,3696.0,3960.0,3624.0,129
2021-10-06,3612.0,3624.0,3684.0,3559.68,34
2021-10-07,3672.0,3720.0,3839.88,3660.0,30
2021-10-08,3684.0,3672.0,3840.0,3612.0,72
2021-10-11,3672.0,3672.0,3816.0,3624.0,43
2021-10-12,3696.0,3828.0,3900.0,3612.0,104
2021-10-13,3828.0,3648.0,3889.2,3630.0,44
2021-10-14,3696.0,3648.0,3744.0,3612.0,26
2021-10-15,3660.0,3660.0,3900.0,3648.0,57
2021-10-18,3696.0,3540.0,3696.0,3480.0,96
2021-10-19,3576.0,3564.0,3576.0,3480.0,67
2021-10-20,3588.0,3564.0,3660.0,3492.0,53
2021-10-21,3600.0,3624.0,3732.0,3516.0,64
2021-10-22,3600.0,3624.0,3624.0,3432.0,73
2021-10-25,3576.0,3624.0,3756.0,3500.16,103
2021-10-26,3564.0,3492.0,3661.44,3456.0,99
2021-10-27,3516.0,3468.0,3600.0,3348.0,107
2021-10-28,3444.0,3552.0,3780.0,3444.0,150
2021-10-29,3576.0,3528.0,3642.0,3480.0,40
2021-11-01,3540.0,3480.0,3588.0,3420.0,62
2021-11-02,3480.0,3444.0,3525.48,3384.0,73
2021-11-03,3432.0,3888.0,4092.0,3360.0,689
2021-11-04,3948.0,3816.0,4055.88,3744.12,96
2021-11-05,3840.0,3792.0,3840.0,3516.0,137
2021-11-08,3816.0,5424.0,5916.0,3804.0,30377
2021-11-09,4756.2,4212.0,4800.0,4080.0,2568
2021-11-10,4140.0,3552.0,4200.0,3456.0,965
2021-11-11,3588.0,3516.0,3828.0,3456.0,711
2021-11-12,3612.0,3480.0,3618.0,3432.0,327
2021-11-15,3492.0,3516.0,3528.0,3300.0,829
2021-11-16,3648.0,4044.0,4595.88,3480.0,4164
2021-11-17,3828.0,3888.0,4080.0,3648.0,758
2021-11-18,3900.0,3900.0,4116.0,3600.0,435
2021-11-19,3756.0,3792.0,4044.0,3720.12,185
2021-11-22,3864.0,3804.0,3900.36,3633.24,212
2021-11-23,3700.2,3600.0,3801.24,3552.48,192
2021-11-24,3672.0,3708.0,3768.0,3567.72,281
2021-11-26,3480.0,3768.0,3864.0,3480.0,131
2021-11-29,3804.0,3624.0,3804.0,3540.0,108
2021-11-30,3576.0,3480.0,3588.0,3336.0,242
2021-12-01,3492.0,3216.0,3541.2,3156.0,217
2021-12-02,3264.0,2928.0,3348.0,2844.0,336
2021-12-03,2916.0,2868.0,2928.0,2844.0,85
2021-12-06,2868.0,2928.0,2976.0,2592.0,119
2021-12-07,2904.0,3192.0,3216.0,2868.0,125
2021-12-08,3300.0,3216.0,3324.0,3108.0,117
2021-12-09,3180.0,3138.0,3312.0,3084.12,40
2021-12-10,3168.0,3144.0,3300.0,3024.24,53
2021-12-13,3180.0,3084.0,3180.0,2880.0,35
2021-12-14,2952.0,2952.0,3024.0,2856.0,25
2021-12-15,2976.0,3072.0,3072.0,2820.0,24
2021-12-16,3144.0,3096.0,3144.0,3024.12,25
2021-12-17,3096.0,2892.0,3114.0,2880.0,39
2021-12-20,2952.0,2928.0,3000.0,2831.28,46
2021-12-21,2940.0,2952.0,3084.0,2940.0,13
2021-12-22,2952.0,2964.0,3120.0,2952.0,57
2021-12-23,2940.0,2856.0,3120.0,2856.0,118
2021-12-27,3012.0,2760.0,3012.0,2736.0,62
2021-12-28,2880.0,2544.0,2880.0,2544.0,170
2021-12-29,2640.0,2496.0,2676.0,2412.0,136
2021-12-30,2472.0,2544.0,2605.68,2424.0,111
2021-12-31,2568.0,2556.0,2640.0,2484.0,45
2022-01-03,2616.0,2676.0,2712.0,2572.92,30
2022-01-04,2796.0,2676.0,2796.0,2568.0,53
2022-01-05,2628.0,2544.0,2676.0,2484.0,24
2022-01-06,2616.0,2508.0,2616.0,2460.0,27
2022-01-07,2460.0,2424.0,2544.0,2412.0,66
2022-01-10,2400.0,2352.0,2544.0,2280.0,73
2022-01-11,2473.56,2472.0,2964.0,2304.0,1204
2022-01-12,2448.0,2364.0,2688.0,2280.0,372
2022-01-13,2352.0,2328.0,2412.0,2316.0,62
2022-01-14,2280.0,2244.0,2376.0,2172.0,85
2022-01-18,2172.0,2160.0,2279.88,2040.0,66
2022-01-19,2196.0,2088.0,2197.2,2040.36,36
2022-01-20,2064.0,1992.0,2148.0,1992.0,29
2022-01-21,1932.0,1920.0,2034.0,1812.0,91
2022-01-24,1980.0,1932.0,1980.0,1668.0,74
2022-01-25,1932.0,2004.0,2028.0,1864.56,137
2022-01-26,2052.0,1932.0,2232.0,1884.0,180
2022-01-27,1980.0,1788.0,2016.0,1764.0,109
2022-01-28,1776.0,1584.0,1776.0,1416.0,239
2022-01-31,1632.0,1812.0,1836.0,1608.0,71
2022-02-01,1860.0,1956.0,2028.0,1812.0,41
2022-02-02,1992.0,2040.0,2208.0,1944.0,102
2022-02-03,1920.0,2052.0,2070.0,1920.0,12
2022-02-04,2076.0,2172.0,2184.0,1980.0,34
2022-02-07,2160.0,2328.0,2352.0,2040.0,23
2022-02-08,2328.0,2652.0,2663.88,2328.0,91
2022-02-09,2760.0,2772.0,2796.0,2592.0,97
2022-02-10,2616.0,2700.0,2760.0,2616.0,30
2022-02-11,2676.0,2616.0,2693.16,2496.0,34
2022-02-14,2594.64,2700.0,2748.0,2594.64,39
2022-02-15,2856.0,2592.0,2856.0,2568.0,26
2022-02-16,2604.0,2712.0,2736.0,2532.0,29
2022-02-17,2640.0,2616.0,2658.0,2580.0,9
2022-02-18,2604.0,2580.0,2664.0,2544.0,18
2022-02-22,2652.0,2544.0,2664.0,2508.84,21
2022-02-23,2544.0,2508.0,2664.0,2400.0,14
2022-02-24,2364.0,2424.0,2496.0,2256.0,73
2022-02-25,2508.0,2508.0,2508.0,2400.0,15
2022-02-28,2364.0,2568.0,2604.0,2364.0,15
2022-03-01,2592.0,2556.0,2652.0,2508.0,11
2022-03-02,2556.0,2532.0,2664.0,2520.0,12
2022-03-03,2604.0,2592.0,2676.0,2532.0,13
2022-03-04,2592.0,2508.0,2688.0,2436.0,15
2022-03-07,2508.0,2412.0,2640.0,2304.0,17
2022-03-08,2400.0,2448.0,2484.0,2232.12,12
2022-03-09,2412.0,2568.0,2640.0,2412.0,18
2022-03-10,2498.52,2628.0,2640.0,2484.0,13
2022-03-11,2640.0,2820.0,3192.0,2484.24,177
2022-03-14,2700.0,2724.0,2844.0,2700.0,62
2022-03-15,2676.0,2736.0,2820.0,2640.0,21
2022-03-16,2472.0,2676.0,2772.0,2448.0,39
2022-03-17,2739.72,2808.0,2832.0,2710.44,19
2022-03-18,2628.0,2460.0,2743.32,2460.0,53
2022-03-21,2616.0,2544.0,2664.0,2520.0,31
2022-03-22,2880.0,2748.0,2880.0,2568.0,25
2022-03-23,2690.04,2736.0,2820.0,2676.0,16
2022-03-24,2736.0,2760.0,2832.0,2736.0,11
2022-03-25,2856.0,2676.0,2880.0,2628.0,63
2022-03-28,2640.0,2784.0,2820.0,2568.0,14
2022-03-29,2748.0,2676.0,2820.0,2640.0,18
2022-03-30,2817.6,2808.0,2832.0,2724.0,18
2022-03-31,2803.68,3096.0,3173.04,2772.0,135
2022-04-01,3144.0,3252.0,3348.0,3036.0,113
2022-04-04,3204.0,3276.0,3348.0,3204.0,39
2022-04-05,3264.0,3336.0,3348.0,3204.12,22
2022-04-06,3312.12,3300.0,3383.88,3276.0,24
2022-04-07,3324.0,2952.0,3324.0,2880.0,43
2022-04-08,2942.4,3072.0,3131.88,2916.0,6
2022-04-11,2916.0,3012.0,3048.0,2916.0,7
2022-04-12,3030.0,3120.0,3240.0,3024.0,25
2022-04-13,3180.0,3176.76,3240.0,3132.0,28
2022-04-14,3192.0,2892.0,3588.0,2832.0,211
2022-04-18,2796.0,2304.0,2967.12,1956.0,244
2022-04-19,2184.0,2196.0,2338.08,2148.0,45
2022-04-20,2148.0,2100.0,2220.0,2004.0,53
2022-04-21,2160.0,2016.0,2352.0,1980.0,55
2022-04-22,1944.0,2136.0,2232.0,1944.0,12
2022-04-25,2136.0,2220.0,2231.88,2088.12,14
2022-04-26,2100.0,2244.0,2280.0,2100.0,13
2022-04-27,2268.0,2268.0,2280.0,2196.0,18
2022-04-28,2160.0,2160.0,2304.0,2136.0,22
2022-04-29,2160.0,2160.0,2304.0,2041.2,31
2022-05-02,1932.0,1812.12,2004.0,1764.0,61
2022-05-03,1800.0,1620.0,1884.0,1572.0,39
2022-05-04,1740.0,1560.0,1740.0,1536.0,82
2022-05-05,1536.0,1488.0,1560.0,1452.0,59
2022-05-06,1524.0,1398.0,1524.0,1344.0,96
2022-05-09,1380.0,1272.0,1398.0,1195.56,122
2022-05-10,1284.0,1332.0,1413.6,1260.0,36
2022-05-11,1336.92,1272.0,1378.92,1260.0,60
2022-05-12,1380.0,1320.0,1380.0,1272.0,31
2022-05-13,1404.0,1404.0,1434.36,1296.0,53
2022-05-16,1596.0,1464.0,1632.0,1404.0,110
2022-05-17,1464.0,1260.0,1464.0,1260.0,129
2022-05-18,1332.0,1368.0,1402.68,1224.0,96
2022-05-19,1440.0,1440.0,1608.0,1344.0,123
2022-05-20,1476.0,1344.0,1488.0,1344.0,74
2022-05-23,1404.0,1344.0,1439.52,1284.0,71
2022-05-24,1464.0,1368.0,1536.0,1332.0,187
2022-05-25,1440.0,1260.0,1440.0,1224.0,103
2022-05-26,1260.0,1344.0,1416.96,1236.0,175
2022-05-27,1308.0,1308.0,1350.0,1272.0,154
2022-05-31,1284.0,1150.8,1355.88,1116.0,200
2022-06-01,1188.0,1133.28,1320.0,1117.32,210
2022-06-02,1200.0,1166.88,1259.88,1143.24,190
2022-06-03,1200.0,1209.0,1248.0,1152.24,181
2022-06-06,1172.76,1020.6,1206.0,1020.12,131
2022-06-07,1044.0,968.88,1062.96,936.0,264
2022-06-08,992.4,1014.0,1016.52,914.76,113
2022-06-09,1034.52,1056.0,1134.36,957.4812,282
2022-06-10,1068.0,986.88,1068.0,962.88,66
2022-06-13,912.0,851.88,978.0,840.0,137
2022-06-14,864.0,864.0,899.88,816.0012,44
2022-06-15,912.0,882.48,912.0,816.0,138
2022-06-16,864.0,829.56,864.36,780.6,69
2022-06-17,828.0,744.0,828.0,730.1652,92
2022-06-21,732.0,733.92,780.0,720.0,113
2022-06-22,770.52,750.24,780.0,720.0,68
2022-06-23,776.52,834.24,864.0,721.2,61
2022-06-24,809.16,780.0,863.64,768.0,64
2022-06-27,819.0,766.44,819.0,721.2,30
2022-06-28,769.2,722.4,795.84,720.0,25
2022-06-29,721.2,754.56,765.72,720.0,29
2022-06-30,757.32,720.12,757.32,720.0,76
2022-07-01,737.88,759.36,780.0,720.0,20
2022-07-05,782.76,708.12,782.76,625.2,30
2022-07-06,708.12,682.44,725.28,681.0,21
2022-07-07,704.88,638.28,717.84,624.0,241
2022-07-08,678.0,672.0,702.0,624.24,330
2022-07-11,663.84,659.88,768.0,636.12,3179
2022-07-12,647.76,540.0,647.76,528.0,3404
2022-07-13,507.72,573.6,579.0,367.68,1803
2022-07-14,559.68,526.68,575.4,516.0,1338
2022-07-15,525.84,443.4,529.32,432.12,1266
2022-07-18,462.0,438.0,462.0,433.2,591
2022-07-19,455.88,451.92,478.8,420.12,875
2022-07-20,456.0,488.04,498.0,426.0,1445
2022-07-21,528.0,459.84,576.0,451.2,4689
2022-07-22,479.64,465.6,491.52,442.44,1346
2022-07-25,468.0,427.44,468.0,420.0,951
2022-07-26,444.0,379.8,444.0,373.2,929
2022-07-27,384.0,376.5612,407.04,374.64,449
2022-07-28,384.0,349.2,384.0,335.28,1247
2022-07-29,360.12,370.92,383.28,348.12,467
2022-08-01,372.0,353.4,372.0,348.0,502
2022-08-02,363.72,360.6,363.72,336.6,525
2022-08-03,371.4,405.96,435.0,362.16,1866
2022-08-04,396.0,402.0,408.12,384.0,940
2022-08-05,391.32,374.4,393.6,369.1212,948
2022-08-08,389.88,414.0,414.36,374.64,704
2022-08-09,390.0,391.56,412.32,390.0,540
2022-08-10,408.0,440.4,444.0,381.0,3209
2022-08-11,474.84,468.0,600.0,400.68,9043
2022-08-12,468.0,428.16,491.76,417.6,1170
2022-08-15,432.6,430.68,456.0,396.12,1833
2022-08-16,417.36,408.96,499.8,384.0,3002
2022-08-17,419.76,402.0,434.52,384.12,1688
2022-08-18,413.16,380.88,413.16,360.24,1442
2022-08-19,390.0,375.6,390.0,364.8,296
2022-08-22,375.6,333.6,375.6,324.12,883
2022-08-23,348.0,331.2,355.2,324.12,376
2022-08-24,316.92,331.8,348.0,316.92,343
2022-08-25,314.28,357.84,368.64,314.28,673
2022-08-26,347.88,364.8,384.0,336.0,345
2022-08-29,372.0,382.56,383.28,357.6,177
2022-08-30,378.0,396.0,413.88,363.0,402
2022-08-31,390.0,343.92,399.6876,336.0,312
2022-09-01,360.0,324.0,368.04,318.12,634
2022-09-02,348.0,346.8,353.8812,329.16,64
2022-09-06,343.92,336.0,346.8,336.0,97
2022-09-07,336.0,354.24,358.68,336.0,98
2022-09-08,347.76,340.44,353.52,336.0,78
2022-09-09,336.0,343.2,348.0,336.0,77
2022-09-12,336.0,372.0,384.0,336.0,600
2022-09-13,348.0,342.36,370.32,336.0,223
2022-09-14,348.24,359.88,390.0,338.4,909
2022-09-15,366.0,355.56,372.0,350.4,178
2022-09-16,367.2,333.72,367.2,333.72,206
2022-09-19,350.4,325.2,357.6,324.48,291
2022-09-20,324.0,324.0,357.3588,321.6,191
2022-09-21,325.2,319.2588,345.36,313.32,100
2022-09-22,326.64,312.24,327.72,300.0,133
2022-09-23,312.24,240.48,318.0,228.24,442
2022-09-26,260.4,256.8,276.0,234.0,203
2022-09-27,271.68,264.48,284.4,252.0,103
2022-09-28,258.0,252.36,263.88,240.24,135
2022-09-29,254.76,257.04,276.12,252.12,111
2022-09-30,252.0,268.8,273.48,246.0012,69
2022-10-03,273.48,282.12,312.0,268.92,174
2022-10-04,278.76,283.2,290.16,276.12,38
2022-10-05,295.68,289.44,295.8,282.0,82
2022-10-06,300.0,304.08,312.0,279.24,163
2022-10-07,312.0,288.0,312.0,288.0,44
2022-10-10,300.0,278.3412,300.0,264.0,27
2022-10-11,292.32,268.2,293.7588,241.08,53
2022-10-12,252.36,264.12,276.12,252.36,64
2022-10-13,264.12,258.12,288.0,252.0,56
2022-10-14,282.72,254.52,287.88,252.0,62
2022-10-17,279.36,273.84,287.52,260.4,50
2022-10-18,287.76,311.88,378.6,282.0,1810
2022-10-19,345.6,361.2,390.0,312.0,2808
2022-10-20,384.0,251.4,432.0,249.0,2786
2022-10-21,252.0,249.6,275.4,234.0,689
2022-10-24,252.72,225.6,252.72,182.28,592
2022-10-25,218.88,222.0,225.48,198.12,537
2022-10-26,216.36,227.76,244.08,216.36,796
2022-10-27,224.28,226.2,236.4,216.36,551
2022-10-28,225.6,228.0,235.1988,225.6,68
2022-10-31,244.08,219.6,244.08,216.36,162
2022-11-01,216.36,217.92,240.96,216.36,96
2022-11-02,222.96,238.68,396.0,222.96,10122
2022-11-03,228.0,192.48,231.6,192.36,1239
2022-11-04,188.0,188.0,199.19,175.0,1185
2022-11-07,181.0,180.0,194.0,172.0,621
2022-11-08,180.0,155.0,180.0,151.0,902
2022-11-09,157.0,154.5,158.0,147.0,321
2022-11-10,155.0,159.0,159.99,148.0,522
2022-11-11,156.0,179.89,195.0,156.0,929
2022-11-14,189.0,170.0,192.0,170.0,246
2022-11-15,181.0,156.5,189.0,156.5,298
2022-11-16,160.0,171.0,178.0,158.0,1429
2022-11-17,169.0,171.0,174.0,165.0,1647
2022-11-18,169.0,156.0,169.27,151.0,396
2022-11-21,158.0,157.04,168.0,157.01,196
2022-11-22,157.0,154.0,192.0,152.0,3450
2022-11-23,159.0,148.0,160.0,148.0,603
2022-11-25,148.0,147.89,151.0,147.0,127
2022-11-28,151.0,148.0,153.0,145.44,293
2022-11-29,153.0,151.0,158.0,151.0,187
2022-11-30,150.47,149.0,153.0,148.0,232
2022-12-01,152.0,164.0,164.9,149.01,524
2022-12-02,160.0,168.0,168.0,159.0,122
2022-12-05,176.0,173.0,181.5,168.0,281
2022-12-06,169.0,159.0,169.0,157.0,133
2022-12-07,155.0,148.0,155.0,147.0,91
2022-12-08,146.0,149.0,160.0,145.0,153
2022-12-09,157.0,149.05,157.04,145.64,163
2022-12-12,150.0,150.32,151.0,147.0,38
2022-12-13,148.0,151.0,154.5,145.0,286
2022-12-14,155.0,153.0,155.0,147.0,66
2022-12-15,154.0,155.0,159.5,149.0,264
2022-12-16,156.0,144.0,156.0,144.0,320
2022-12-19,144.52,131.03,144.52,131.0,397
2022-12-20,141.2,136.84,141.2,135.0,54
2022-12-21,131.0,133.0,133.0,130.0,59
2022-12-22,136.0,120.0,136.0,117.52,125
2022-12-23,116.0,102.0,116.0,98.0,540
2022-12-27,100.0,112.0,113.5,99.01,244
2022-12-28,112.5,108.0,112.5,102.0,80
2022-12-29,108.0,117.0,118.0,108.0,219
2022-12-30,117.0,115.0,123.0,114.0,376
2023-01-03,116.0,122.0,128.0,115.0,123
2023-01-04,120.0,129.5,129.5,119.0,224
2023-01-05,127.0,124.0,133.01,121.0,220
2023-01-06,120.0,121.0,137.0,120.0,253
2023-01-09,121.0,131.0,131.0,116.0,101
2023-01-10,125.0,125.0,131.0,125.0,76
2023-01-11,131.0,126.0,136.85,126.0,85
2023-01-12,132.99,127.0,135.0,125.0,212
2023-01-13,132.0,130.0,142.88,128.0,63
2023-01-17,135.0,127.0,135.0,127.0,83
